1170505.00,1170516.00,   1.00,   7.00, 175.00
1170516.00,1170518.00,  -1.00,   2.00,-176.00
1170518.00,1170531.00,   0.00,   7.00, 145.00
1170531.00,1170601.00,   0.00,   1.00,   0.00
1170601.00,1170609.00,   1.00,   7.00, 229.00
1170609.00,1170615.00,  -1.00,   4.00,-234.00
1170615.00,1170622.00,   0.00,   5.00, 156.00
1170622.00,1170627.00,   1.00,   3.00, 238.00
1170627.00,1170705.00,  -1.00,   6.00,-241.00
1170705.00,1170710.00,   0.00,   3.00,   9.00
1170710.00,1170719.00,   1.00,   7.00, 361.00
1170719.00,1170724.00,  -1.00,   3.00,-256.00
1170724.00,1170727.00,   1.00,   3.00, 177.00
1170727.00,1170803.00,  -1.00,   5.00,-1054.00
1170803.00,1170808.00,   1.00,   3.00,1159.00
1170808.00,1170814.00,  -1.00,   4.00,-344.00
1170814.00,1170818.00,   0.00,   4.00, -23.00
1170818.00,1170829.00,   0.00,   7.00, 221.00
1170829.00,1170901.00,   1.00,   3.00, 177.00
1170901.00,1170907.00,  -1.00,   4.00,-121.00
1170907.00,1170911.00,   1.00,   2.00, 158.00
1170911.00,1170914.00,  -1.00,   3.00,-149.00
1170914.00,1170919.00,   1.00,   3.00, 172.00
1170919.00,1170926.00,  -1.00,   5.00,-397.00
1170926.00,1170929.00,   0.00,   3.00,   2.00
1170929.00,1171018.00,   0.00,  11.00, 423.00
1171018.00,1171019.00,   1.00,   1.00, 114.00
1171019.00,1171027.00,  -1.00,   6.00,-116.00
1171027.00,1171106.00,   1.00,   6.00, 144.00
1171106.00,1171116.00,  -1.00,   8.00,-249.00
1171116.00,1171122.00,   1.00,   4.00, 298.00
1171122.00,1171207.00,  -1.00,  11.00,-546.00
1171207.00,1171214.00,   1.00,   5.00, 251.00
1171214.00,1171215.00,  -1.00,   1.00,-161.00
1171215.00,1171227.00,   0.00,   8.00, -28.00
1171227.00,1180109.00,   1.00,   8.00, 516.00
1180109.00,1180111.00,  -1.00,   2.00,-144.00
1180111.00,1180125.00,   1.00,  10.00, 506.00
1180125.00,1180201.00,   0.00,   5.00, -72.00
1180201.00,1180209.00,  -1.00,   6.00,-1078.00
1180209.00,1180227.00,   1.00,   6.00, 793.00
1180227.00,1180302.00,  -1.00,   2.00,-335.00
1180302.00,1180313.00,   1.00,   7.00, 524.00
1180313.00,1180316.00,  -1.00,   3.00,-180.00
1180316.00,1180322.00,   1.00,   4.00, 199.00
1180322.00,1180326.00,  -1.00,   2.00,-440.00
1180326.00,1180327.00,   1.00,   1.00, 309.00
1180327.00,1180329.00,  -1.00,   2.00,-218.00
1180329.00,1180330.00,   1.00,   1.00, 201.00
1180330.00,1180403.00,  -1.00,   3.00,-236.00
1180403.00,1180412.00,   1.00,   4.00, 286.00
1180412.00,1180419.00,   0.00,   5.00, -49.00
1180419.00,1180425.00,  -1.00,   4.00,-507.00
1180425.00,1180502.00,   1.00,   4.00, 202.00
1180502.00,1180504.00,  -1.00,   2.00,-202.00
1180504.00,1180514.00,   1.00,   6.00, 500.00
1180514.00,1180518.00,  -1.00,   4.00,-163.00
1180518.00,1180522.00,   1.00,   2.00, 194.00
1180522.00,1180524.00,  -1.00,   2.00,-148.00
1180524.00,1180528.00,   1.00,   2.00, 138.00
1180528.00,1180530.00,  -1.00,   2.00,-228.00
1180530.00,1180607.00,   1.00,   6.00, 492.00
1180607.00,1180626.00,  -1.00,  12.00,-769.00
1180626.00,1180628.00,   0.00,   2.00,   0.00
1180628.00,1180702.00,   1.00,   2.00, 235.00
1180702.00,1180706.00,  -1.00,   4.00,-305.00
1180706.00,1180711.00,   0.00,   3.00, 160.00
1180711.00,1180716.00,   1.00,   3.00, 300.00
1180716.00,1180719.00,  -1.00,   3.00,-166.00
1180719.00,1180801.00,   1.00,   9.00, 349.00
1180801.00,1180802.00,  -1.00,   1.00,-195.00
1180802.00,1180808.00,   1.00,   4.00, 208.00
1180808.00,1180816.00,  -1.00,   6.00,-479.00
1180816.00,1180824.00,   0.00,   6.00, 137.00
1180824.00,1180830.00,   1.00,   4.00, 407.00
1180830.00,1180911.00,  -1.00,   8.00,-453.00
1180911.00,1180914.00,   1.00,   3.00, 205.00
1180914.00,1180918.00,  -1.00,   2.00,-126.00
1180918.00,1180928.00,   1.00,   7.00, 278.00
1180928.00,1181011.00,  -1.00,   8.00,-1409.00
1181011.00,1181017.00,   1.00,   4.00, 484.00
1181017.00,1181026.00,  -1.00,   7.00,-775.00
1181026.00,1181108.00,   1.00,   9.00, 661.00
1181108.00,1181113.00,  -1.00,   3.00,-472.00
1181113.00,1181116.00,   1.00,   3.00, 375.00
1181116.00,1181123.00,  -1.00,   5.00,-290.00
1181123.00,1181203.00,   1.00,   6.00, 543.00
1181203.00,1181210.00,  -1.00,   5.00,-596.00
1181210.00,1181213.00,   1.00,   3.00, 312.00
1181213.00,1181214.00,  -1.00,   1.00,-196.00
1181214.00,1181225.00,   0.00,   8.00,-266.00
1181225.00,1190102.00,   1.00,   4.00, 352.00
1190102.00,1190104.00,  -1.00,   2.00,-457.00
1190104.00,1190114.00,   0.00,   6.00, 355.00
1190114.00,1190121.00,   1.00,   5.00, 259.00
1190121.00,1190123.00,  -1.00,   2.00,-112.00
1190123.00,1190129.00,   0.00,   4.00,  73.00
1190129.00,1190215.00,   0.00,   6.00, 142.00
1190215.00,1190304.00,   1.00,   9.00, 378.00
1190304.00,1190308.00,  -1.00,   4.00,-238.00
1190308.00,1190322.00,   1.00,  10.00, 497.00
1190322.00,1190325.00,  -1.00,   1.00,-236.00
1190325.00,1190328.00,   0.00,   3.00,  21.00
1190328.00,1190411.00,   0.00,   8.00, 331.00
1190411.00,1190418.00,   1.00,   5.00, 264.00
1190418.00,1190424.00,   0.00,   4.00,  18.00
