   0.00,1100415.00,   0.00,  24.00,8196.00
1100415.00,1100419.00,  -1.00,   2.00,-375.00
1100419.00,1100525.00,   0.00,  26.00,-815.00
1100525.00,1100609.00,   0.00,  11.00, -16.00
1100609.00,1100617.00,   1.00,   5.00, 547.00
1100617.00,1100701.00,  -1.00,  10.00,-476.00
1100701.00,1100823.00,   1.00,  37.00, 942.00
1100823.00,1100831.00,  -1.00,   6.00,-467.00
1100831.00,1101020.00,   0.00,  34.00, 411.00
1101020.00,1101105.00,   1.00,  12.00, 553.00
1101105.00,1101117.00,  -1.00,   8.00,-290.00
1101117.00,1110103.00,   1.00,  33.00, 820.00
1110103.00,1110104.00,   0.00,   1.00,   0.00
1110104.00,1110107.00,  -1.00,   3.00,-303.00
1110107.00,1110208.00,   1.00,  16.00, 469.00
1110208.00,1110315.00,  -1.00,  24.00,-1170.00
1110315.00,1110419.00,   0.00,  23.00, 559.00
1110419.00,1110511.00,   1.00,  15.00, 531.00
1110511.00,1110525.00,  -1.00,  10.00,-466.00
1110525.00,1110601.00,   1.00,   5.00, 456.00
1110601.00,1110627.00,  -1.00,  17.00,-846.00
1110627.00,1110708.00,   1.00,   9.00, 508.00
1110708.00,1110714.00,  -1.00,   4.00,-408.00
1110714.00,1110727.00,   1.00,   9.00, 412.00
1110727.00,1110809.00,  -1.00,   9.00,-1681.00
1110809.00,1110901.00,   1.00,  17.00, 758.00
1110901.00,1110926.00,  -1.00,  16.00,-994.00
1110926.00,1111028.00,   1.00,  23.00, 922.00
1111028.00,1111125.00,  -1.00,  20.00,-1052.00
1111125.00,1111219.00,   0.00,  16.00,-112.00
1111219.00,1120307.00,   0.00,  50.00,1227.00
1120307.00,1120314.00,   1.00,   4.00, 348.00
1120314.00,1120504.00,   0.00,  35.00,-503.00
1120504.00,1120604.00,  -1.00,  21.00,-853.00
1120604.00,1120618.00,   1.00,  10.00, 491.00
1120618.00,1120627.00,  -1.00,   7.00,-425.00
1120627.00,1120704.00,   1.00,   5.00, 429.00
1120704.00,1120725.00,  -1.00,  15.00,-552.00
1120725.00,1120821.00,   1.00,  18.00, 778.00
1120821.00,1120906.00,  -1.00,  12.00,-267.00
1120906.00,1120925.00,   1.00,  13.00, 524.00
1120925.00,1121101.00,  -1.00,  26.00,-781.00
1121101.00,1121121.00,   0.00,  14.00,  -9.00
1121121.00,1121213.00,   1.00,  16.00, 758.00
1121213.00,1121221.00,  -1.00,   6.00,-306.00
1121221.00,1130111.00,   1.00,  14.00, 395.00
1130111.00,1130117.00,  -1.00,   4.00,-285.00
1130117.00,1130220.00,   1.00,  17.00, 439.00
1130220.00,1130311.00,   0.00,  13.00,  47.00
1130311.00,1130320.00,  -1.00,   7.00,-309.00
1130320.00,1130403.00,   1.00,  10.00, 194.00
1130403.00,1130416.00,  -1.00,   7.00,-260.00
1130416.00,1130522.00,   1.00,  25.00, 756.00
1130522.00,1130625.00,  -1.00,  23.00,-869.00
1130625.00,1130715.00,   1.00,  14.00, 658.00
1130715.00,1130822.00,  -1.00,  26.00,-601.00
1130822.00,1130930.00,   0.00,  26.00, 446.00
1130930.00,1131011.00,   1.00,   8.00, 367.00
1131011.00,1131101.00,   0.00,  15.00,  26.00
1131101.00,1131121.00,  -1.00,  14.00,-414.00
1131121.00,1131211.00,   1.00,  14.00, 448.00
1131211.00,1131218.00,  -1.00,   5.00,-187.00
1131218.00,1131231.00,   1.00,   9.00, 341.00
1131231.00,1140116.00,   0.00,  11.00,  -2.00
1140116.00,1140205.00,  -1.00,   8.00,-466.00
1140205.00,1140307.00,   1.00,  21.00, 576.00
1140307.00,1140324.00,  -1.00,  11.00,-249.00
1140324.00,1140423.00,   1.00,  21.00, 457.00
1140423.00,1140428.00,  -1.00,   3.00,-290.00
1140428.00,1140715.00,   1.00,  54.00, 891.00
1140715.00,1140808.00,  -1.00,  17.00,-590.00
1140808.00,1140901.00,   1.00,  16.00, 559.00
1140901.00,1141017.00,  -1.00,  32.00,-1053.00
1141017.00,1141118.00,   0.00,  22.00, 342.00
1141118.00,1141204.00,   1.00,  12.00, 427.00
1141204.00,1141217.00,  -1.00,   9.00,-413.00
1141217.00,1141230.00,   1.00,  10.00, 490.00
1141230.00,1150106.00,  -1.00,   3.00,-326.00
1150106.00,1150225.00,   1.00,  30.00, 679.00
1150225.00,1150311.00,  -1.00,   9.00,-246.00
1150311.00,1150320.00,   1.00,   7.00, 320.00
1150320.00,1150401.00,  -1.00,   8.00,-283.00
1150401.00,1150420.00,   0.00,  11.00,  19.00
1150420.00,1150428.00,   1.00,   6.00, 527.00
1150428.00,1150529.00,   0.00,  22.00,-268.00
1150529.00,1150617.00,  -1.00,  13.00,-763.00
1150617.00,1150625.00,   1.00,   5.00, 368.00
1150625.00,1150824.00,  -1.00,  41.00,-2360.00
1150824.00,1150917.00,   1.00,  18.00,1468.00
